time,user,sentiment,text
2/24/15 7:26,christinphillip,neutral,@united So do I need to book two one ways in order for her to fly as an unaccompanied minor?
2/24/15 7:20,ChrisNielsen2,negative,"@united I received 1 bag last night, I am still missing the other one."
2/24/15 7:13,campilley,negative,"@united @simonroesner you'll need to upgrade the seats too, even in economy plus it's like sitting on a concrete bench."
2/24/15 7:09,Hannahsfight1,neutral,@united Pls Help Baby Hannah get the life saving surgeries she requires.She needs your help.Pls Donate/RT http://t.co/kQnrrP86A5
2/24/15 7:03,brimalxx,neutral,"@united bet you wont honour them, like mine ey"
2/24/15 7:02,Twist_OP,negative,@united 2nd flight also delayed no pilots! But they boarded is so we can just sit here! #scheduling
2/24/15 6:58,Evan_Flay,neutral,"@united I guess that's too much ask, huh?"
2/24/15 6:57,Evan_Flay,negative,@united but it's hard to stay upset at someone when they at least TRY to show remorse.
2/24/15 6:57,Evan_Flay,negative,"@united By the way, a simple apology goes a long way, even if it's a hollow one. It's obvious that you don't care about me or my well-being,"
2/24/15 6:55,Evan_Flay,negative,@united This isn't a one time thing either! It's a shocking pattern of repeated neglect and disrespect.
2/24/15 6:55,8629Fissile,negative,@united Fingers crossed &amp; its all intact. Very disappointed with this experience as before this we were actually saying we enjoyed using you
2/24/15 6:54,Evan_Flay,negative,"@united It's an incredibly easy fix, but you would rather stay in your comfort zone, while I get forced out of mine."
2/24/15 6:53,Evan_Flay,negative,@united ours in July. You have ZERO excuses for this. You have an out-of-date system that causes problems like this.
2/24/15 6:53,Evan_Flay,negative,@united Everyone around us is sitting with their friends and family members. They booked their tickets in October and December. We bought
2/24/15 6:52,christinphillip,negative,@united Not sure what you are talking about. She is going on nonstop flights. SNA to SFO and then SFO to EWR.
2/24/15 6:51,growingpangs,negative,".@united it will be because I'm moving to @AmericanAir because of @united talk, no service"
2/24/15 6:44,TaylorGravett,neutral,@united please be good to me this weekend!
2/24/15 6:43,Mateyush,negative,"@united I asked a legitimate question about systemwide vs. localized problems, and got back an unreLate Flightd copy/paste. You can do better."
2/24/15 6:43,mortgagesbycoop,negative,@united what time? Who can I call. I need my skis. I will go to the airport and get them. No more faith in United.
2/24/15 6:43,dlm_3,negative,@united I see you guys are at it again. Amazing how one company continually makes mistakes yet fails to be held accountable for their error
2/24/15 6:36,Cecilia_stories,neutral,@united A Tourist Wonder: Super Tides and Tide of the Century at French and U.K coasts: http://t.co/gXdqORtsS0
2/24/15 6:33,etiyi,negative,@united Yeah sorry but there's always a problem with United. And you have an international reputation for having problems.
2/24/15 6:33,etiyi,neutral,@united yall should probably work on that.
2/24/15 6:32,throthra,negative,"@united but then again, maybe the @BBBNE_SD_KS_IA would care more to hear what went on than whoever listens to issues you caused"
2/24/15 6:31,throthra,negative,@united I wonder if sharing all this on FB and insta would produce a number. 140 characters really limits my story telling.
2/24/15 6:29,throthra,negative,@united so you're telling me there is no number to call after being left in an airport because of a negligent pilot and staff?
2/24/15 6:27,missinver,negative,@united Could this email be resent as it doesnt appear to have arrived.
2/24/15 6:22,cehertz,neutral,@united yes please! Trying to get to POP- in Newark now....
2/24/15 6:18,_mhertz,negative,@united you have to follow me in order for me to DM...come on now
2/24/15 6:14,AurelAssan,negative,"@united $25 United coupon to make up for broken entertainment system on a 9-hour flight, seriously? #Ridiculousness #learncustomerservice"
2/24/15 6:12,ajpape,negative,@united So they didn't drop my bag overnight &amp; now I'm leaving for a week. This is why you were supposed to hold on to the bag....
2/24/15 6:08,christinphillip,negative,@united I did DM the details but still no response. I have to book today.
2/24/15 6:04,WhatSarahSayzz,neutral,@united I know this is probably a no but is there a way to get a cheaper airfare ticket if the flight is leaving in a few hours? _Ÿ™è
2/24/15 5:53,kathryn217628,neutral,@united can someone please explain the process of of what happens to property found on a plane after passengers leave at Heathrow ?
2/24/15 5:44,BouleChitte,negative,@united not able to DM you my confirmation number
2/24/15 5:42,xRaeCatherine,negative,"@united I've sent the message, let me know if you got it. I'm not very twitter-literate. Also, is he REALLY going to be stuck for 18hrs?"
2/24/15 5:38,missinver,negative,@united very unhappy at no response to complaint emailed on 2nd Feb ref.8441639. Awful customer service!
2/24/15 5:35,BouleChitte,neutral,@united DM does not work what do I do?
2/24/15 5:32,BouleChitte,positive,@united private jet would have been cool! Do does not work. I'll try again
2/24/15 5:22,Kalbozey,negative,@united we were not given the option of using our United TravelBank in a recent Flight Booking Problems! Any help in using or recouping these funds? Thanks!
2/24/15 5:21,Sri_Philips,negative,@united common!! keep your paper work ready and don't delay our flights(#1585)and meetings @ChooseChicago
2/24/15 5:19,BouleChitte,neutral,@united how about 3659 YUL-ORD?
2/24/15 5:17,bcarlsrud,negative,"@united yep that's correct, I got an email at 12:30 am that the flight was Cancelled Flightled, doesn't matter now flight into atl is delayed, thx"
2/24/15 5:14,dkesten71,negative,@united 1k and had problem getting out of FLL to IAH  sent DM to you about making my connection  please let me know
2/24/15 5:11,LukeGzus,neutral,@united Done and done
2/24/15 5:06,ShawnaNewman,positive,"@united thanks, just sent :)"
2/24/15 4:57,BouleChitte,negative,"@united I'm grounded in Montreal with ua3659. I am missing my connection ua3417 to St. Louis. Can you help,Do you have a private jet for me?"
2/24/15 4:53,Evan_Flay,negative,@united I'm so frustrated and nervous because of this.
2/24/15 4:52,Evan_Flay,negative,@united are the ones who make it difficult for me.
2/24/15 4:52,Evan_Flay,negative,@united I'm not a child. I'm someone who has an issue with flying and prepares ahead of time to reduce the distress caused by planes. You
2/24/15 4:46,bcarlsrud,negative,@united how does it get Cancelled Flightled 10 hours before take off?
2/24/15 4:40,Evan_Flay,negative,"@united This ALWAYS happens with you guys, and it makes traveling incredibly stressful and uncomfortable. Is that good business to you?"
2/24/15 4:39,Evan_Flay,negative,@united So what does someone with severe anxiety do when the one person who can help him isn't next to him?
2/24/15 4:37,MeganHolstein,negative,@united I'm seeking to go 2 client. B/c u cant get me there I need refund. I filled out form not confident it works if past is an indication
2/24/15 4:24,brooklyn_dodger,neutral,.Thnx for the response @united bot. It seems this 'improvement' could be easily attained. Is your 1st Class service really only worth $50?
2/24/15 4:20,T2News,positive,"@united has unrivalled access to #California with flights to the U.S. from 7 UK airports, with nonstop or one-stop connections year-round"
2/24/15 4:19,ShawnaNewman,neutral,"@united booked award tix on ThaiAirways but I'm not seeing a conf# for them, just the United Flight Booking Problems#. Can you get get the Thai# for me?"
2/24/15 3:51,BrittanyWolgast,negative,@united Luckily I made my flights this time but was so disappointed with the lack of communication :(
2/24/15 3:50,bcarlsrud,negative,@united checking to see why flight 3466 (atl-ord) got Cancelled Flighted?
2/24/15 3:49,Evan_Flay,negative,@united service so far has been horrid. We wanted to end the trip on a high note. Guess that's not an option.
2/24/15 3:49,Evan_Flay,negative,@united Booked a flight home over 7 months ago and requested seats together for my fiancÃ©e and I. We got 2 middle seats. UNACCEPTABLE. The
2/24/15 3:47,CATTTastrophe,negative,@united YOU GUYS ARE HORRIBLE.
2/24/15 3:46,Gouwerijn,positive,@united thnx for the info
2/24/15 3:42,GSG_President,negative,@united Why do I have to pay $ 17 for wifi with an international business ticket?  #pennypincher
2/24/15 3:37,jasonpblakey,negative,"@united ok. To top things off, you've lost my luggage. Could you get ANY worse??? #UnitedAirlines"
2/24/15 3:29,RichHays,positive,@united kudos for not Cancelled Flightling flights from DFW this morning.   United usually first to panic...
2/24/15 3:26,Spanner2,negative,@united AND my luggage has been broken!! #youcouldntmakethis up #brokenwheel
2/24/15 3:22,msalvatore15,neutral,@united is flight 587 from DFW to ORD currently on-time? I see an advisory that DFW may be affected by weather
2/24/15 3:11,inspirevery,negative,@united maybe one day you'll be the one quoted on http://t.co/mJkpgVXmPC
2/24/15 3:05,Twist_OP,negative,@United flight delayed-no one remembered to turn the heat on flight 559 leaving ORD-seriously???
2/24/15 3:02,jakepoznak,positive,@united another awesome new plane flight 1584 and extremely nice Captain Steve Connolly.
2/24/15 2:57,sothenbethsaid,negative,@united to speak to a real person to get this resolved politely and efficiently. (2/2)
2/24/15 2:57,sothenbethsaid,negative,"@united I hadn't filed a refund claim as I was told there was no charge by your DM. This is disputed by my bank, hence why I would like(1/2)"
2/24/15 2:56,michaelsalinger,negative,@united did  bags make it on the flight out of iad? second day without clothes is pretty inconvenient. We're pretty curious #UnitedAirlines
2/24/15 2:55,SaipanBrad,positive,@united Every United flight between Saipan and Guam is an adventure! You never know when @CapeAir's old plane will be operational :)
2/24/15 2:55,sothenbethsaid,negative,@united hence why I've been asking for the customer service phone number so I can speak to a real person to get this sorted out
2/24/15 2:47,michaelsalinger,negative,@united did our bags leave Washington yet? That would be convenient seeing as we left there a day ago. #UnitedAirlines #lostluggage
2/24/15 2:46,JesseLitsch,neutral,@united so if I'm flying 1st class just one leg to Chicago but not on my long flight to China am I still able to use the lounge in Chicago
2/24/15 2:33,sothenbethsaid,negative,"@united according to your DMs, I'm not owed a refund. please may I be provided with a contact number before I go to my bank to file claim"
2/24/15 2:16,LukeGzus,negative,@united about 3 hours ago. I need to work out if my bag can make it to my hotel here in time or if it will need to go elsewhere.
2/24/15 2:14,8629Fissile,neutral,@united Okay thank you
2/24/15 2:09,LukeGzus,neutral,@united I've filed the claim but have no way of calling for updates. Is there another way to do this?
2/24/15 2:08,shortfatnhappy,negative,@united pls properly train your agents. Requested to speak to 1k customer service &amp; was transferred to a dead end. Not even open at this hr
2/24/15 1:56,LukeGzus,negative,@united Thanks for remembering to load my bag onto my connecting flight. Oh wait you forgot. Iceland should be fun with no clothes....
2/24/15 1:56,PhilFromChico,positive,@united Thank you for the cheese platter and abundance of entertainment options. Time just flew by.
2/24/15 1:55,Finrz,negative,"@united customer service is atrocious! You have disrupted my travel plans, you have lost my luggage and it is impossible to TALK TO A HUMAN"
2/24/15 1:54,FreedomFilmNJ,negative,@united terminal at MIA should have food open before 5am esp when there are flights at 6am. Two hours early like recommended. Can't eat.
2/24/15 1:22,DJPartyMarty,negative,@united it was UA flight 1001! Now I'm currently stuck in Portland because I missed my ride because of the 3 hour delay. #GetMartyHome
2/24/15 1:22,sothenbethsaid,negative,"@united has not responded to my various requests for contact numbers, does anyone know the UK customer service number for #UnitedAirlines"
2/24/15 0:51,michaelsalinger,negative,@united how we looking on getting those bags to Lusaka
2/24/15 0:48,8629Fissile,negative,@united Could you update me on the suitcase please? The online and phone tracking told me nothing. I was told I'd have it back yesterday!
2/24/15 0:44,The5y5Adm1n,positive,@united thank you. Been trying for two days to set this up.
2/24/15 0:31,urno12,negative,@united just 1 last thing. U guys shouldn't be charging $ for drinks on a transatlantic flight
2/24/15 0:23,vancouverbrit,negative,@united LHR arrival lounge #fail. Waited 20 mins for shower then left to find hotel. U know how many passengers u carry. Planning???
2/24/15 0:18,The5y5Adm1n,neutral,@united Any luck with finalizing my reservation? I DM'd information to you. Please let me know what else you need. Want to confirm ASAP. Thx
2/23/15 23:55,lindaSWC,negative,@united completed form but doubt it's any use. UA doesn't care. 6 day vacation will now be 5. Sure UA won't feel responsibility for that...
2/23/15 23:42,raulcordenillo,positive,@united Definitely a compliment! I really thought my bag was lost after it was sent on to another airport. In the end I am a happy customer
2/23/15 23:28,urno12,positive,@united thanx so much. You followed through and emailed me a $1000 ticket voucher. #unitedairlines they do care
2/23/15 23:22,FIETA_DOC,positive,"@united this will definitely be a trip to remember EWR-STI second of the season, first on seat 35A because it pays to be loyal!"
2/23/15 23:21,CellucorJulio,negative,"@united nope, they told us it was time for them to go home and to sleep at the airport. Even though they assured us we would get a room..."
2/23/15 23:20,michaelsalinger,neutral,@united keep me updated. Let me know that the bags make the flight to j-burg
2/23/15 23:14,tiffy_mac,negative,"@united ..back for the expensive holiday, he worked all year to pay for, that you RUINED! We want compensation &amp; his original case back!"
2/23/15 23:13,tiffy_mac,negative,@united thanks United I understand that. But he would actually like his own bag back! What have you done with it?! He also wants the money..
2/23/15 23:01,lindaSWC,negative,"@united frankly worse customer service ever. Problems will happen, how you deal defines a company. Never again United."
2/23/15 22:58,vaficionado,negative,"@united It's still a valid flight. Just seems strange to delay for Late Flight inbound crew,  7 hours from now, when the plane is already here."
2/23/15 22:57,747_TJ,negative,@united Thanks for the lack of help and the canned response from the 1K desk!
2/23/15 22:57,747_TJ,negative,@united   It's too bad UA has had another unforeseeable operational issue on my return flight.
2/23/15 22:57,xRaeCatherine,neutral,@united I would like to know what's going on before his current flight lands.
2/23/15 22:54,mortgagesbycoop,negative,@united if I pay you $25 and $35 for my luggage to be delivered when I arrive. Why should I have to wait 3 additional days for its delivery?
2/23/15 22:38,kbleggett,negative,@united so 8 hotels for 32 people but feel like we are being held hostage because someone has our boarding passes so we can't leave! #FAIL
2/23/15 22:35,Emily_VII,positive,@united you are one great airline âù_ï¸è
2/23/15 22:31,fairplay500,negative,@united Outbound 2 bags 70 lbs bags Returning home 1 bag 50 lbs. What is your logic? And WHY? Am I writing to a Machine? Human HELP required
2/23/15 22:31,kbleggett,negative,@lindaSWC @united:  We don't like to hear you had a poor experience. Please share details w/our Customer Care team http://t.co/HIsc4NdMgZ.
2/23/15 22:27,lindaSWC,negative,@united no Cancelled Flightn just left us to fend for ourselves when flt came in Late Flight. Getting runaround for 3 hrs. Each employee blaming  previous 1.
2/23/15 22:24,fairplay500,neutral,@united This is NOT a local UNITED number for Malaysia   0011 800-55558000. What is your local United Airlines here in Kuala Lumpur ( KUL )?
2/23/15 22:23,mortgagesbycoop,negative,@united okay ase24766m. Find our luggage.
2/23/15 22:22,cristobalwong,negative,@united The agent that met us at the gate said any issues w/delays on UA1116 would have to be taken up online...
2/23/15 22:21,fairplay500,neutral,"@united I send you an urgent message via eservice@united.com.  BG0KWM   Narayanan. Please respond ASAP. Also, NO local United Tel # @ KUL"
2/23/15 22:19,The_Playmaker20,neutral,@united thanks! Will you guys be getting the A380s anytime soon?
2/23/15 22:18,kevinforgoogle,negative,@united But they are not... lady one phone says its in tel aviv. Tel Aviv united says its in Newark. No one knows and I have nothing...
2/23/15 22:16,MelanieSpring,positive,â€œ@united: @MelanieSpring We'll see what we can do. ^KNâ€ù We are running! Most of this plane is running. Thanks for the help!
2/23/15 22:16,mortgagesbycoop,negative,"@united yes, but still now answers. Many have not had their luggage for 3 days! Unacceptable!!"
2/23/15 22:15,Meyer47,negative,@united what is that going to do for you? Nothing just like you always do
2/23/15 22:07,dafg42,neutral,@united I sent in my feedback.  Thank you.
2/23/15 22:03,kbleggett,negative,@united plus what about food? And taxis?
2/23/15 22:03,kbleggett,negative,@united you are offering us 8 rooms for 32 people #FAIL
2/23/15 21:58,kbleggett,negative,@united 32 people getting pretty tired about no action on solving the problem plus missing a day of vacation and skiing
2/23/15 21:57,ajpape,negative,@united The bright side would be keeping the promise that was made to me. Hope you're having a good night. Thanks.
2/23/15 21:55,FIETA_DOC,neutral,@united yes I do.
2/23/15 21:55,kbleggett,negative,@united I take back the comment about your team here working hard to help us A so far no solution for a hotel or food or anything #fail
2/23/15 21:46,DavidRogerswork,negative,@united on 4124 arriving two hours Late Flight into CLT. Now sitting on the tarmac while they move a plane from the gate. Unhappy customer.
2/23/15 21:43,mbarnas,negative,@united airlines is the absolute worst. They have no idea what they are doing. #neveragain #UnitedAirlines
2/23/15 21:42,real_steve_ward,negative,"@united Thanks; might want to fix this line: ""Our Customer Care team is currently responding to most inquiries within 7-10 business days."""
2/23/15 21:38,The_Playmaker20,positive,@united we just flew with United from AUS (Austin Bergstrom) to Cancun Intl. Best flight ever! The 737's are not too big... Not too small!
2/23/15 21:37,FIETA_DOC,negative,"@united it's frustrating, as a frequent flyer, loyal since Continental. Upgrade equals paying 3 times or more on top of purchase ticket."
2/23/15 21:29,FIETA_DOC,neutral,@united Deep Vein thrombosis
2/23/15 21:27,lindaSWC,negative,"@united at its worse. Can't figure how to pack plane, screws up connectns then claims no hotl rooms in San Fran for stranded pax. Way to go!"
2/23/15 21:27,CellucorJulio,negative,@united 4 passengers after a 2 hour delayed flight left with no hotel at the end of the night @ hou airport. Wtf??!! http://t.co/ZfqMpGXVS6
2/23/15 21:25,RissaWissa,negative,"Hey @united why does the flight from IAH to POS leave so Late Flight, and the one back to IAH so early? I rather get to POS earlier"
2/23/15 21:21,ajpape,negative,@united Lost bag process is broken. Agent promised they'd call &amp; hold my bag when found. Now they're waking me at 3am w/ delivery. #fail
2/23/15 21:21,Meyer47,negative,@united the people at the counter have been very helpful. As you can see nobody is there. Flight to Austin 10:55 and still sitting here.
2/23/15 21:21,DJPartyMarty,neutral,@united unfortunately still on the Tarmac at @fly2ohare and definitely missing my ride from @flypdx #GonnaBeALongNight
2/23/15 21:17,Darquenloveli,negative,â€œ@united: @Darquenloveli We regret to hear this. Please let us know if you need assistance. ^KNâ€ù I was finally able to secure my seat. Thx
2/23/15 21:12,paula1231970,neutral,@united what time does check in open for flight no UA80 from Manchester to Newark today ?
2/23/15 21:06,alikat9220,negative,"@united good to know you will open the closed doors for ""premier passengers"" after safety briefings on delayed flights. #annoyed."
2/23/15 21:06,fortytoo,neutral,@united DM sent
2/23/15 21:05,macefaceeeee,negative,@united yea get me to phoenix already. Delays all day with you people. It's bullshit.
2/23/15 21:03,DaniOnTheFritz,negative,"@united If it's any consolation, your staff was stellar. Just not the hour+ delays I encountered with every one of my 4 flights."
2/23/15 21:02,drewziIIa,positive,"@united flight ua3576, gate b1. And tell ray I somehow made it on to the 736 flight out of IAH and didn't have to wait for the 917 one. :)"
2/23/15 20:59,petergau,negative,@united that's unfortunate. The @Tumitravel was an xmas gift and it looks like a razor ripped right through the front pocket in the picture
2/23/15 20:59,tomcrabtree,positive,@united But thanks for asking
2/23/15 20:58,tomcrabtree,negative,@united Lost bags. Cancelled Flightled flights. Delhi call centers. Poor United staff spread thin and stressed. You name it.
2/23/15 20:57,ColtonWoytas,negative,@united Yes. Doesn't make that mistake any less absurd. Doesn't change the fact that I'm very inconveniently missing my luggage tonight.
2/23/15 20:52,FIETA_DOC,negative,@united I'm constantly having challenges with upgrades &amp; charges. In order to prevent DVT I have to pay an addtl $180 http://t.co/xC6jQ70r7B
2/23/15 20:50,KeenanPam,negative,"@united In ORD, waited 20 min after crew members left before gate items came. Flight attendant sarcastically said good luck and walked away."
2/23/15 20:50,rholbrook,neutral,"@united Follow me back, please, and I'll happily DM you the link because I'd rather not share my travel plans publicly."
2/23/15 20:49,CaseyWoodTV,positive,@united you too!
2/23/15 20:49,PhilFromChico,positive,@united is my favorite airline.
2/23/15 20:47,kbleggett,negative,@united seriously #fail on making strangers share a room
2/23/15 20:46,zach_wardroup,neutral,@united @luke_mcintosh68 nah you wouldn't
2/23/15 20:43,michaelsalinger,negative,@united we needed them here asap. Will they make it on today's flight?
2/23/15 20:43,Tdrag97,negative,@united agent split up my reservation? Now can't Cancelled Flight and refund credit for 2wks? Why
2/23/15 20:42,Siv,neutral,@united Our vacation's going to be ruined w/ 3 days of rain. : ( The change fee for 2 of us is nearly cost of original flight. Can you help?
2/23/15 20:42,xRaeCatherine,neutral,@united I sent the message. Let me know ASAP.
2/23/15 20:40,kbleggett,negative,@united why would they make me share a room?
2/23/15 20:36,fortytoo,negative,"@united tried calling too, but w/25 min phn wait means we'd miss options anyway"
2/23/15 20:36,MelanieSpring,negative,@united can you ask your guys with flight 1146 to BWI to wait for us to get off a delayed flight from San Diego? Pretty please?
2/23/15 20:36,kbleggett,negative,@united we're still waiting to find out your rep is working hard - most upset about having to wait to tomorrow pm to get to mammoth
2/23/15 20:35,fortytoo,negative,"@united for an early flt, I think a call is appropriate. Yes, reviewed and nada avail until next day. Expect full refund"
2/23/15 20:35,CaseyWoodTV,neutral,"@united i understand, thanks"
2/23/15 20:34,throthra,negative,"@united again I ask, who can I call to get this fixed? Tweeting me BS questions to stall only makes things worse. Phone number please."
2/23/15 20:33,DJPartyMarty,negative,@united Yo yo yo stuck on the tarmac for over 2 hours at @fly2ohare ... Going to miss my ride at @flypdx help please! #HelpImStuck #United
2/23/15 20:32,Darquenloveli,negative,@united it's highly unprofessional for you to overbook a flight by 12 seats &amp;feel that I should rearrange my schedule for your mismanagement
2/23/15 20:32,throthra,negative,"@united well, considering every agent before claimed they were unable to help with everything else, why waste more time to hear 'call corp'"
2/23/15 20:32,luke_mcintosh68,positive,@united man I can't wait to book my ticket now! Thanks JP you're a life sabe
2/23/15 20:28,CaseyWoodTV,negative,"@united Ice, which I totally understand. But when a large number of us are facing 15+ hours of time and overnight Cancelled Flightations it seems like"
2/23/15 20:24,fortytoo,negative,@united flt 1249 Cancelled Flightled and I get email @3:30 AM? What happened to courtesy phn call? Had to book diff airline &amp; city
2/23/15 20:16,michaelsalinger,negative,"@united tag numbers 0016 964012, 0016 964077, 0016 964078 - let's find these bags."
2/23/15 20:16,wordstern,negative,"@united better train your support staff with appropriate decorum, consider revisiting your terrible ""provide a death certificate' policy"
2/23/15 20:15,CharlieGMoney,negative,@united Well the bar is set low! You guys are really good at the apology game! What will change? When will u guys learn?
2/23/15 20:13,sacsmitty,neutral,"@united My post was just more of disappointment.  I'm a frequent United flyer, it was a simple ??.  1 bad apple doesn't spoil the bunch."
2/23/15 20:12,Meyer47,positive,@united you guys continue to impress me in Houston. http://t.co/cIh1qNllcM
2/23/15 20:09,The5y5Adm1n,negative,@United I have no way of making phones calls... Need to handle via Twitter/email/web. Thank you!
2/23/15 20:06,The5y5Adm1n,neutral,@united Please help... I am in Ethiopia adopting a two year old child. Have an existing confirmation #. Need to add child to reservation.
2/23/15 20:05,Gouwerijn,neutral,"@united question:are there onboad 110 volt outlets in all planes? If so, where?"
2/23/15 20:03,oduric,negative,@united Your website deserves a new design. #html5 FTW!
2/23/15 20:01,kbleggett,negative,@united thanks for effing up our holidays - we're missing a full day of skiing due to your baggage team's incompetence at @FlyYOW
2/23/15 19:54,xRaeCatherine,neutral,@united Twitter isn't letting me DM you..
2/23/15 19:51,BinyGlancz,neutral,@united I hope so too
2/23/15 19:47,sacsmitty,negative,@united agent helps the person in front of me.  Finishes up with them and then walks away.  The guy behind me is as shocked as I am.
2/23/15 19:46,ColtonWoytas,negative,@united Connection at ORD was on the exact same plane again. Checked carry-on was apparently taken off &amp; left in Chicago. Pretty ridiculous.
2/23/15 19:45,danmedwards,negative,@united Not encouraged that I'll have my CPAP tonight.
2/23/15 19:44,danmedwards,negative,@united Yes. Did file a claim as soon as the carousel stopped without my bag on it. Got an email that its found but not sched for delivery
2/23/15 19:44,Kelley_Myers,neutral,@United an idea: monitor mileage members travel patterns enough to know when they change jobs/lose status...and make the transition easier.
2/23/15 19:43,gregriv,negative,@united  Delay DEN-CLE because they have to manually enter baggage tags? Really? Worst cust service day for this 1ker. #friendlyskies??
2/23/15 19:43,Greg_Mueller,negative,"@united Why tell us flight is delayed, then tell us it's on time again with 20 min to spare? Don't say it's delayed unless you're sure!"
2/23/15 19:38,michaelsalinger,negative,"@united yes in Lusaka, Zambia. My guess is the bags never made the plane at IAD."
2/23/15 19:37,andreaSanger,neutral,@united where is my flight voucher?
2/23/15 19:33,RyanMagovs,negative,"@united Late Flight to Denver, Late Flight to Newark...let's not even get into the disaster that was checking bags. Unacceptable."
2/23/15 19:33,handsomanderson,negative,@united has once again let me down. Don't think I've ever flown with them and not had problems. Worst airline period.
2/23/15 19:32,PreyingMantis02,negative,@united yes I filed a claim &amp; hope to receive by luggage by 2am. Ridiculous as I had to purchase items to go to sleep &amp; no reimbursement.
2/23/15 19:31,theBRYZness,negative,@united UA938 ORD-LHR.  bags are being loaded 30min Late Flight. Frigid air into cabin! Plane feels like falling apart! Upgrade long haul fleet!
2/23/15 19:30,hellojennizzle,negative,"@united Flight attendant never served me my beverage (tea), and not once checked up on me. What gives? #ua6076 #notcool"
2/23/15 19:23,cyberhosed,negative,@united load balancing system apparently down #systemwide - major impact on all #united airlines flights. Was this a #cyberattack?
2/23/15 19:21,CharlieGMoney,negative,@united After our unscheduled refueling stop and missing 2 connecting flights we r home n looking 4ward to our bed and a big PB&amp;J sandwich.
2/23/15 19:16,_mhertz,negative,@united @AmericanAir spent hundreds to rectify the situation and you guys go quiet
2/23/15 19:16,whs1973,negative,@united UA276 sitting at EWR nearly an hour after sked.  Pilot says computers down but no clue when we will leave.  Can you help?
2/23/15 19:15,_mhertz,negative,@united @AmericanAir so that's it? It just ends there? Come on! I traveled for literally an extra day and a half because of this!
2/23/15 19:13,family6travels,positive,@united Made the upgrade list. Will fly 1st tomorrow (for 40 min) for the first time ever! _Ÿ™Œ #StatusMatchPaidOff http://t.co/ATfRKp6goY
2/23/15 19:10,throthra,positive,"@united not just refunded, but for those of us who are on vacation to get a free room night to make up for making us sleep in DIA"
2/23/15 19:09,ChrisMD123,positive,@united Thanks for the reminder. It's been a fun ride. http://t.co/pPVA4Rch9f
2/23/15 19:08,throthra,negative,@united I received my luggage that also looked to be left in the snow when I arrived. I'm asking for all 50 people to be refunded.
2/23/15 19:07,davidchernin,negative,@united updated A320 aircraft has wifi and device entertainment but no outlets. I don't get it. How can I charge devices?
2/23/15 19:06,AndyA3,negative,@united was no one between the scan and inside the plane. I just asked the people in line around me where the plane was going
2/23/15 19:04,kevinaom,negative,"@united 5 gate changes, two delays.  Even the crew thinks the airline sucks"
2/23/15 19:01,kimberlytwaters,negative,@united I'm very frustrated and have wasted 2 days now due to your equipment failures.
2/23/15 19:00,JeffPKirkland,negative,@united computers are down but you stopped giving updates and took my flight info off the app. That's just ridiculous keep people updated!
2/23/15 18:59,BethStuever,negative,"@united Soooo, it's been 15 days and you've offered no response. So I assume poor treatment by gate agents is the norm now?"
2/23/15 18:56,AlexanderKrach,positive,@united Terrific. Many thanks. Looking forward to being back on UA tomorrow. Had a great flight up to Vancouver.
2/23/15 18:56,rholbrook,negative,@united Calls to 800# resulted in 2hrs of hold time &amp; 2day wait to check suspect code share fare. Nothing investigatedâ€”my time wasted (2/2)
2/23/15 18:55,real_steve_ward,negative,"@united It's taken ~3 weeks for Cust Care to respond to Case #8477733, requesting a refund for wi-fi not working. Where can I get an update?"
2/23/15 18:53,thetonyblank,positive,@united I appreciate your efforts getting me home!
2/23/15 18:53,rholbrook,negative,@united That's correctâ€”I've spent hours trying to book online only to receive an error when clicking final purchase button. (1/2)
2/23/15 18:52,CharlieGMoney,negative,@united Today was not your finest. All could have been prevented by one gate agent advising 200 passengers.
2/23/15 18:51,stopz,negative,@united  what is the real deal with the delay on flight UA 1032 from Denver to Vegas?
2/23/15 18:51,CharlieGMoney,negative,@united UA63 from Madrid arrived no agent mass confusion we sent to and fro by 3 UA employees. MaryJo was rude and unhelpful.
2/23/15 18:45,gguilber,negative,@united system failure again = bad trend.  Software projects are like flying an airplane; there's no such thing as an emergency takeoff.
2/23/15 18:43,gguilber,negative,@united lots of reports of system failures delaying flights over the last week. Currently sitting on the tarmac at OGG for over an hour.
2/23/15 18:42,Zgrinch,neutral,"@united rebooting Chicago dispatch system, need @pivotalcf as I'm tired of sitting on planes"
2/23/15 18:41,thetonyblank,positive,"@united despite shaky connections, looks like I'll get home tonight. Great job, @united - was touch and go for a while.."
2/23/15 18:41,rholbrook,negative,"@united http://t.co/hj5kq82Chn, however, is completely under your controlâ€”the price was and still is displayed on http://t.co/hj5kq82Chn."
2/23/15 18:39,AndyA3,neutral,@united the aircraft closest to gate was for the other flight and the one closest to our gate was going to Chicago.
2/23/15 18:39,MommyPR,negative,@united can you tell me how to file a claim for clothing that had to be purchased?
2/23/15 18:37,AndyA3,negative,@united comically on the return flight from ASE there were two United flights boarding at adjacent gates and not clear which plane to board
2/23/15 18:37,MommyPR,negative,@united GRK13575M is the file reference
2/23/15 18:36,jlgustafson1,negative,@united we would...how do I contact you to discuss? A few poor experiences with customer service but would give it a shot!
2/23/15 18:35,theKos,negative,"@united UA 746. Pacific Rim and Date Night cut out. Not constantly or randomly, but one spot, repeatably."
2/23/15 18:33,MommyPR,negative,@united Been trying since 1230 to file a report.
